DESeq2_PDX3_CBAM44728_MLL-AF10_MEN1-WT_vehicle vs. MEN1-WT_VTP50469,Gene,log2FC,padj
,PIGR,-0.652022165,0.192500593
,FCAMR,-0.499933359,0.179916742
,CAPN2,1.141755801,4.53E-37
,MRPL55,-0.140213984,0.480581313
,OBSCN-AS1,0.020590948,0.979815367
,WDR26,0.368087401,8.90E-05
,REL,0.450040444,0.005974462
,PUS10,0.302073215,0.196930878
,PEX13,0.09331536,0.641421256
,KIAA1841,-0.884257546,1.97E-10
,TRIM17,0.143119117,0.818824417
,RFTN2,-0.043932704,0.960041613
,DISC1,1.129959657,8.63E-15
,LINC01931,0.041983092,NA
,CAPN13,-0.863992999,0.133003423
,LRRTM1,-0.043534788,NA
,MEMO1,-0.17531526,0.643914627
,DPY30,-0.209938641,0.181055288
,TYW5,0.11286535,0.630975368
,MAIP1,0.033547344,0.91600614
,KCNF1,-3.29495983,4.54E-44
,SLC66A3,0.799119685,9.89E-11
,ARL5A,-0.212836606,0.144159563
,LRATD1,NA,NA
,KCNJ3,0,NA
,NEUROD1,-0.031718829,NA
,CLHC1,0.288734374,0.418660334
,PRORSD1P,-0.352866355,0.400945926
,FRZB,0,NA
,DUSP19,0.167408775,0.703985582
,CFAP36,-0.267117174,0.122302375
,NUP35,-0.28430314,0.202377217
,CCDC138,-1.010969633,2.48E-06
,ZSWIM2,0.29248285,NA
,FBXO41,0.000386895,0.998792159
,ALMS1P1,-3.74E-05,1
,ACTG2,1.552762928,0.001150401
,WDCP,-0.537676486,0.000303331
,SMC6,-0.390510132,7.09E-05
,VSNL1,-0.26762984,0.741161641
,CCDC74A,-0.376065072,0.56009502
,H3-3A,-0.339620968,0.013435785
,ANKRD30BL,NA,NA
,COQ8A,0.185478315,0.134656777
,SLC16A14,0.031731065,0.971341445
,TEKT4,0.041983092,NA
,EN1,-0.045280193,NA
,SGCB,-0.018204149,0.957159128
,SPATA18,0.348990411,0.635121212
,NOSTRIN,-0.18847879,0.753456868
,CFAP221,0.12922986,0.863028959
,CCDC140,NA,NA
,SGPP2,1.074711684,0.019699419
,INHBB,0.633440226,0.206231151
,XIRP2,0.041983092,NA
,BBS5,0.496526896,0.147849655
,BIRC8,NA,NA
,SMARCAD1,-0.435147664,7.79E-05
,HPGDS,0.065374166,0.949832348
,PDLIM5,0.072901207,0.670025117
,PDHA2,0.041983092,NA
,STPG2,0.327110022,0.672807851
,NEURL3,0.35304232,0.518180626
,RPRD2,0.391177956,0.000397979
,ANKRD23,-0.486897554,0.339069239
,CTSS,1.917815724,3.93E-74
,MSX1,0.122578493,NA
,PACRGL,0.133114622,0.572858818
,BNIPL,-0.343501051,0.48477911
,C1QTNF7,0.139886173,0.8442753
,TNFAIP8L2,0.6686074,5.81E-08
,LYSMD1,-0.061237595,0.884059511
,SCNM1,0.213267466,0.074807065
,TMOD4,-0.447003579,0.138187491
,VPS72,-0.554189307,3.33E-08
,ERCC3,-0.071426148,0.632534739
,RNF149,0.505540789,2.81E-05
,IWS1,-0.087790367,0.526287672
,BOLA3,-0.316412863,0.48774124
,CDC42EP3,-0.157839614,0.67018714
,S100A11,0.047087001,0.860788774
,LCE3D,NA,NA
,SMCP,NA,NA
,IVL,NA,NA
,SPRR3,NA,NA
,DHX57,0.474083015,0.000558027
,SPRR2D,1.189926542,0.006485118
,BMP10,-0.383218311,0.583954838
,PGLYRP4,-1.061218609,0.049953417
,ARHGAP25,0.217666884,0.111658245
,S100A9,0.749581199,6.01E-09
,S100A12,0.735425088,7.41E-06
,TGFA,-0.676225079,0.001227441
,TDRD10,-0.526451194,0.433606188
,CCNYL1,0.426349668,0.001599044
,FZD5,-0.31929524,0.052929392
,CRYGC,NA,NA
,DCAF16,-0.003816634,0.984685188
,C1orf189,-0.14177474,0.838617903
,NPPC,NA,NA
,GNPDA2,-0.108206754,0.686647008
,ALPP,0,NA
,GABRG1,0.062664181,NA
,ALPG,NA,NA
,GABRB1,1.109259238,0.036098567
,PAQR3,-0.294780352,0.16494223
,NIPAL1,0.208554,NA
,ALPI,NA,NA
,ANTXR2,1.216335831,2.78E-12
,HELQ,-0.066961974,0.745357292
,MRPS18C,-0.157935491,0.511935296
,CGGBP1,-0.62279962,1.09E-09
,ABRAXAS1,-0.089499255,0.688508222
,GPR155,2.027245779,1.51E-12
,DAPL1,-2.61226262,2.09E-12
,PMVK,-0.394757276,0.010352255
,PBXIP1,-0.0106111,0.96479034
,CLDN1,0.08389401,NA
,PYGO2,-0.175308614,0.142819139
,HIPK1,0.996064841,2.08E-20
,LENEP,0.216312221,0.761360137
,DCST2,0.576152518,0.003911272
,DCST1,0.674908792,0.039833974
,COL6A3,0.605541157,0.342300572
,INAVA,-1.170745373,2.94E-18
,LINC01116,-0.095889004,NA
,YY1AP1,0.19980389,0.172346525
,KBTBD8,-0.324638659,0.164936134
,TAFA4,0.041983092,NA
,EOGT,0.183576404,0.260040236
,LMOD3,0.245135107,0.764065302
,NAXE,-0.74583874,3.77E-09
,POGLUT1,0.169382157,0.215159288
,SLC22A15,0.944170145,8.31E-26
,CCKAR,0.007727807,NA
,IGFN1,0.005132131,NA
,ATP1A1,0.332263206,0.0024444
,SLC15A2,-0.061244221,0.886215849
,EIF4E3,-1.972384372,4.52E-22
,PROK2,-3.390411715,5.76E-27
,TEX55,NA,NA
,LRRC58,-1.156873619,2.13E-51
,FSTL1,-3.985391932,3.49E-41
,LMOD1,0.358218744,0.620412525
,ELF3,0.124859785,0.881227652
,PDCL2,0.041983092,NA
,TMEM183A,-0.177909537,0.179237317
,TMEM169,0.732136396,0.052193814
,IGFBP7,-1.555136176,6.56E-49
,TRIM46,0.133710903,0.461231247
,KRTCAP2,-0.091625593,0.613004368
,CXCR1,3.143875656,1.11E-27
,ARPC2,0.242017934,0.001700774
,TSACC,-0.416337403,0.451263104
,CCT3,-0.272342049,0.04697113
,TMEM79,-0.079297685,0.805789564
,SSR2,-0.193618642,0.073257247
,RNF25,-0.140244527,0.511890733
,STK36,0.149843852,0.436070696
,ADORA1,0.578598081,0.376725234
,NEK10,-0.033667651,0.970587551
,CCDC141,-0.289935446,0.708617682
,FEV,0.078834053,NA
,CRYBA2,NA,NA
,IHH,0.136069346,0.877173293
,CIP2A,-0.570366776,4.23E-05
,EOMES,-0.031718829,NA
,CWC22,0.136924051,0.424981766
,AZI2,0.795983707,1.02E-06
,TGFBR2,2.201095258,5.22E-54
,RETNLB,-0.031718829,NA
,ANKZF1,0.270572547,0.010536734
,HDAC11,0.141034504,0.669638215
,FCRL4,-0.031718829,NA
,TRAT1,NA,NA
,FBLN2,-2.566156129,1.56E-21
,GLB1L,0.777489518,4.97E-09
,STT3B,-0.054428036,0.767733565
,CHCHD4,-0.128801053,0.535333489
,DPPA2,NA,NA
,NFASC,0.148606468,0.860788774
,FCRL1,1.783440246,1.84E-06
,SGO2,-0.270461135,0.091320963
,SERPINI1,-1.207528665,2.24E-05
,CLASP2,-0.156931447,0.331697547
,SUCLG1,0.07649517,0.694992738
,NUAK2,-0.154979443,0.569041765
,SPTA1,-0.804746936,0.023384277
,PRKCI,0.091754564,0.711950318
,MNDA,2.18108624,3.55E-56
,PYHIN1,0.091405619,0.899769048
,IFI16,0.401261267,0.003459267
,AIM2,3.176920533,8.89E-21
,EFHB,0.848326541,0.068722199
,EIF5A2,0.010815933,0.974680174
,SLC2A2,0,NA
,RPL22L1,0.289906102,0.001954865
,FABP1,0,NA
,PPM1L,0.035897521,0.903164959
,ICA1L,0.632635473,0.014866066
,SNHG16,-0.118548825,0.514041746
,CTLA4,0.041983092,NA
,ICOS,0.204499901,NA
,RYBP,-1.079455705,1.62E-26
,PPP4R2,-0.151971437,0.180397445
,CD200R1,3.727085758,6.04E-66
,GTPBP8,0.26210318,0.149366542
,NEPRO,0.359889327,0.000686342
,SPICE1,-0.451142632,0.003492856
,FAM86KP,0.51082436,0.451032726
,CCDC191,0.294704069,0.17867471
,CADPS,0.174017126,NA
,NKX6-1,0.015113664,0.981070618
,CDS1,1.882745714,2.71E-05
,WDFY3,0.75093856,1.74E-07
,COX18,0.247556713,0.070177731
,PTPN13,-3.007096081,8.61E-17
,SYNPR,0,NA
,ALB,0.141711216,0.877173293
,C3orf49,-0.070280383,0.945405978
,C4orf36,-0.430734654,0.466584193
,THOC7,-0.637175401,2.05E-10
,ATXN7,0.457126562,0.000838811
,PSMD6,-0.02062228,0.906037362
,PRICKLE2,-3.894683344,1.50E-79
,ADAMTS9,-1.05572858,9.32E-07
,PPM1K,-0.212276943,0.183605146
,ERICH6,0.349125375,0.636201412
,CLRN1,NA,NA
,GMPS,-0.50685949,3.83E-07
,TIPARP,0.099287544,0.73318328
,CCNL1,0.311406104,0.002777496
,PTX3,0.876907019,0.013373798
,HESX1,0.17693324,0.714753094
,DCLK3,-0.376981795,0.611707079
,SLMAP,0.196815157,0.214609076
,RPL9,0.113842895,0.308412464
,SMIM14,0.231744865,0.112241223
,RPP14,0.107006593,0.537016956
,ABHD6,0.287084376,0.212620836
,DNASE1L3,0,NA
,C3orf67,-1.158354581,0.000121053
,RBM47,1.140972116,3.86E-26
,APBB2,0.259058076,0.488272509
,IL17RE,0.214836464,0.759674115
,IL17RC,0.339137939,0.389518866
,CRELD1,0.171700565,0.46804359
,PRRT3,-0.119791757,0.825483015
,FANCD2OS,0.558251798,0.396925636
,PCOLCE2,5.415627438,8.35E-84
,U2SURP,-0.160584157,0.081256698
,MTMR14,0.878225258,5.48E-26
,TTC14,0.326742501,0.001073855
,CXCL3,0.142040096,0.853726778
,CXCL5,NA,NA
,PPBP,0.041983092,NA
,PF4,NA,NA
,MTHFD2L,-0.403759598,0.022991497
,CXCL1,2.792581181,8.83E-12
,RCHY1,0.448354632,0.002199687
,PLSCR2,0.033877406,0.96618831
,CCDC158,-0.37236951,0.575188445
,CPA3,0.60918417,0.30848012
,GYG1,0.598499243,1.11E-07
,HPS3,0.346667382,0.016401103
,TM4SF18,NA,NA
,TOPBP1,-0.412351522,0.000165979
,RYK,-0.182234047,0.192093787
,SNRK,0.326054654,0.005591208
,TCF23,-2.152613237,6.39E-22
,DNAJC5G,-0.043786675,NA
,UCN,0.121622063,0.775205629
,ZNF513,0.231781223,0.159354899
,SLC4A1AP,0.167552177,0.206866493
,PLB1,1.229241416,5.81E-47
,SPDYA,-0.176460928,0.735758759
,KIAA1143,0.226481845,0.136382409
,KIF15,-0.650240133,4.91E-07
,TGM4,0.481430391,0.487632296
,WDR43,-0.179648172,0.120206389
,ZDHHC3,0.229949615,0.006610652
,CDCP1,-0.728469766,1.49E-06
,CLEC3B,-0.15573768,0.845799509
,SLC6A20,0.051197563,0.961171831
,LZTFL1,-0.321431874,0.061519172
,FYCO1,0.52653727,1.44E-05
,CCR1,0.705288499,2.48E-12
,RTP3,NA,NA
,LRRC2,-1.109340562,0.036174359
,ELP6,-0.470237391,0.000471225
,FBXO40,0.407907615,0.575889844
,DTX3L,0.52138172,9.24E-06
,ZNF148,0.102573482,0.621690049
,NMNAT3,-0.303850724,0.382845545
,SMIM12,-0.030762988,0.875877277
,ZMYM6,0.815373534,5.52E-13
,TPRA1,-0.070141494,0.726895113
,YEATS2,0.075435797,0.620435398
,GRIK3,0.259824185,NA
,ZC3H12A,0.358161494,0.15708834
,MEAF6,-0.392029959,1.73E-05
,SNIP1,0.021072723,0.941959404
,DNALI1,-0.787629739,0.160655762
,POLR2H,-0.315155987,0.033289679
,KLF15,-0.139921219,0.877751852
,CFAP100,0.060493967,0.95209972
,CAMK2N2,0.240039706,0.669541096
,LIPH,-0.19027494,0.829237136
,TMEM41A,0.24506585,0.175235965
,RPN1,-0.433305639,2.70E-06
,SENP2,0.248469781,0.106615008
,HEYL,-0.509811819,0.203251167
,IFT122,-0.219474661,0.11130716
,RHO,-0.406961736,0.573091365
,IGF2BP2-AS1,0.198808049,0.75088182
,RFC4,-1.091656836,1.16E-19
,RPL39L,-0.41330982,0.010518904
,BAP1,-0.141303483,0.199049761
,TKT,0.826991171,1.62E-24
,PRKCD,0.57801761,1.72E-12
,RFT1,0.04699847,0.823334852
,SFMBT1,-1.093138201,1.34E-13
,GNL3,-0.605442163,4.91E-14
,PBRM1,-0.25869588,0.031616944
,UVSSA,0.630310736,7.91E-07
,TASOR,0.046405784,0.790799583
,ARHGEF3,-0.267592941,0.105990636
,SLBP,-0.560756615,4.80E-07
,LRPAP1,-0.187750897,0.138532246
,ZDHHC19,-0.536506347,0.295027512
,SLC51A,0.880231639,0.000637928
,UBXN7,0.146471033,0.317613521
,RNF168,-0.094394586,0.564012698
,PIGX,-0.5072275,0.000990563
,MELTF,-0.845656834,0.014277779
,OTOP1,-0.031718829,NA
,S100P,1.10927284,0.034869359
,ABLIM2,-0.283986617,0.664881383
,EXO5,-0.547192514,4.02E-05
,CLDN19,-0.294222216,0.710726901
,C1orf50,0.333848383,0.26828966
,ERMAP,0.68923644,1.41E-09
,ZNF691,-0.108185754,0.614243481
,AIMP1,-0.05967674,0.67645142
,SGMS2,1.709196417,2.06E-35
,METAP1,-0.144293378,0.231247082
,DNAJB14,0.38624644,0.002023399
,H2AZ1,-0.340017354,0.000207401
,EMCN,0,NA
,SLC9B1,-0.040742164,0.959922737
,SLC9B2,-0.987571337,1.02E-09
,BDH2,-0.457367707,0.028096255
,PGRMC2,-0.201938282,0.113000401
,CDC25A,-1.126196416,1.48E-11
,CAMP,-0.097847252,0.888864773
,ZNF589,0.226732309,0.142952575
,FBXW12,-0.241281292,0.759664851
,PLXNB1,-1.527375124,3.52E-32
,CCDC51,-0.351797675,0.05801841
,ATRIP,-0.428454355,0.000711618
,SHISA5,-0.198221417,0.121391809
,SPRY1,0.041983092,NA
,BSN,0.182264791,0.774835887
,APEH,-0.141941201,0.312969804
,INTU,0.12360306,0.773365696
,RNF123,-0.092785687,0.526787194
,HSPA4L,-0.132410965,0.799919587
,MFSD8,0.354536611,0.034127174
,ABHD18,0.249199905,0.068437733
,CAMKV,-0.33352552,0.652381958
,MON1A,-0.553559458,0.000301239
,MST1R,-0.267352355,0.420634791
,RAD54L2,-0.177921698,0.174246812
,TEX264,-0.053757755,0.745110565
,GRM2,0.524605638,0.188136767
,DUSP7,-0.431729269,0.001273327
,POC1A,-0.645278761,3.20E-07
,PPM1M,0.068969949,0.760101348
,ETNPPL,-0.06856979,NA
,WDR82,0.047687773,0.768521446
,PITX2,-0.08586602,0.910245139
,C4orf3,-0.077696525,0.59143786
,PRSS12,1.56607882,3.59E-05
,NDST3,3.149817462,1.55E-12
,HMGB2,-0.146463,0.163479679
,SAP30,-0.054993113,0.829761792
,SCRG1,0.685172457,0.240021557
,HAND2,NA,NA
,MAD2L1,-0.695880894,3.74E-07
,ANXA5,0.04613545,0.720531923
,TMEM155,NA,NA
,ADAD1,0.041983092,NA
,MAP9,-0.870640215,0.026116209
,GUCY1A1,-5.738686303,4.75E-184
,FBXO8,0.336140964,0.127072571
,CEP44,-0.094281199,0.635121212
,HPGD,-1.431513168,0.004912473
,ASB5,0.358184958,NA
,C4orf45,0.30233231,NA
,TMEM144,1.547787917,5.59E-14
,GASK1B,4.767309619,1.79E-105
,NPY1R,0.228634072,NA
,NPY5R,0,NA
,NAA15,-0.24252334,0.027571848
,IL15,0.772804017,0.104466403
,FAM160A1,0.259116675,0.741924972
,ARFIP1,0.568597266,2.70E-06
,ICE1,-0.036215212,0.879425017
,HHIP,-0.240063563,0.732503401
,ANAPC10,-0.095886135,0.777876536
,ABCE1,-0.326952425,0.001010127
,OTUD4,-0.092889371,0.56361823
,LSM6,0.235849113,0.130611476
,TMEM184C,0.256914416,0.095873108
,PRMT9,0.548836035,0.000744535
,ITGA2,0.763444369,0.136396932
,MOCS2,-0.096705687,0.668401544
,SLC45A2,-0.40744914,0.560319917
,EDIL3,0.159538929,0.848600395
,TMEM161B,0.159515928,0.33510337
,ELOVL7,-0.114255275,0.877489578
,NDUFAF2,0.106380041,0.772277031
,ZNF474,-0.110047057,0.902464809
,LMBRD2,0.403293739,0.023285218
,RANBP3L,-0.411837113,0.571396216
,NIPBL,0.136607824,0.399891375
,RNF180,-0.049069283,0.948430607
,ADGRV1,0.711757409,0.244886211
,SLC25A46,0.38977169,0.005833782
,STARD4,-0.742871118,4.51E-05
,PGGT1B,0.316571124,0.005610705
,F2RL2,-0.100474134,0.877710084
,CCDC112,-0.504474866,0.00018134
,ANKRD33B,-1.793208036,1.63E-08
,CMBL,-0.831825063,0.000532945
,C5orf63,-0.434089654,0.003567191
,PRRC1,-0.369870863,3.56E-05
,F2RL1,-0.656589761,0.2711799
,AGGF1,-0.117937021,0.427006664
,WDR41,-0.282386449,0.004926777
,PRDM9,-0.07146517,NA
,NDUFS4,0.144751716,0.376508813
,SCGB3A2,0.154554759,0.62759105
,SPINK1,0.078834053,NA
,HTR4,0.137130241,0.871754781
,ESM1,0,NA
,GRPEL2,-0.261946118,0.112113543
,CDC20B,0.020324044,NA
,ARSK,-0.431729097,0.131922551
,RHOBTB3,-1.246398019,4.78E-14
,GPX8,-0.286147345,0.719883351
,TIGD6,0.130277962,0.737807245
,SPZ1,0.171800424,0.80375288
,SERINC5,2.469121719,5.72E-47
,ENPP6,-0.02387163,0.95722326
,CAGE1,0.387182613,0.59242068
,CASP3,0.225435238,0.110383111
,PRIMPOL,0.023668563,0.936867406
,ERAP1,-0.022724274,0.908653102
,ERAP2,-0.050107277,0.834081445
,CMYA5,0.235284189,0.703849473
,EGFLAM,0.041983092,NA
,CFAP97,-0.90536924,4.76E-14
,TMEM174,NA,NA
,CARTPT,NA,NA
,RICTOR,0.227743261,0.111831337
,TENT2,0.617631897,6.90E-09
,EBF1,-0.211884944,0.702032123
,ANKRA2,0.267899264,0.0451749
,UBLCP1,0.179432298,0.214609076
,FAM170A,-0.275588571,NA
,UTP15,-0.274412119,0.05067146
,TLR3,0.645215118,0.305990647
,KLKB1,-0.184211092,0.659510011
,NSA2,0.17802576,0.042906124
,GFM2,-0.121958179,0.509651499
,TERT,-1.668657458,1.12E-11
,SLC6A18,NA,NA
,CCDC127,-0.158273077,0.503416511
,FOXQ1,NA,NA
,LINC01600,-1.006949325,0.066222543
,ADGRF2,NA,NA
,ACSL6,-0.079140253,NA
,IL3,0,NA
,CSF2,NA,NA
,SEPTIN8,-0.354271701,0.006014115
,SHROOM1,0.008370264,0.97981106
,GDF9,-0.159834853,0.818847926
,UQCRQ,-0.589385083,4.70E-05
,LEAP2,-0.140310075,0.787573112
,GJB7,-0.363037404,0.613004368
,SLC35A1,0.61807674,1.31E-07
,GRIK2,-0.048308959,0.961448013
,CGAS,-0.2136511,0.121321877
,FABP7,0.092543514,NA
,TLX3,0.159558292,NA
,TXLNB,-0.623197573,0.001960011
,CITED2,0.744108657,1.07E-06
,CALHM4,NA,NA
,TBXT,0.00737581,NA
,CREBRF,0.755925199,2.38E-07
,DCBLD1,-0.106235607,0.641829978
,SFXN1,-0.468839986,3.85E-07
,SAMD3,-0.059592947,0.954701929
,TMEM200A,-1.585796621,3.69E-05
,IL22RA2,-0.289038439,0.597681587
,DACT2,NA,NA
,PDSS2,-0.00456942,0.983396692
,SPATA48,-0.062278406,NA
,STXBP5,0.191198305,0.308057709
,H2AC1,NA,NA
,IL31RA,0.558306978,0.011643749
,ANKRD55,-0.070526303,0.919602767
,RAET1E,0.140087573,0.851345372
,PI16,-0.836002883,0.150492019
,TBX20,-0.659334749,0.292367536
,DAGLB,0.021984294,0.923232338
,KIAA0895,-0.781181371,0.093184321
,STK17A,-0.258294893,0.112069484
,TRA2A,-0.141955851,0.305525631
,FAM183BP,0.254004278,0.714690377
,GALNT10,0.383094403,0.002012258
,SAP30L,0.105636601,0.499957171
,RPS14,0.216130508,0.035375229
,HCN1,0,NA
,MYOZ3,-1.975998855,1.55E-08
,COG5,0.106778134,0.542459355
,NEUROD6,0,NA
,BMT2,0.617658503,0.001189802
,GPR85,0.689464927,0.000119436
,SLU7,-0.070819896,0.640651759
,RP9,-0.506734052,0.005040812
,PTTG1,-0.937589169,1.54E-19
,CAMLG,0.560300827,2.98E-07
,FBXL21P,0,NA
,BMPER,-1.858853455,1.68E-05
,RELL2,0.791475811,2.25E-07
,SMAD5-AS1,-0.863534923,0.122897126
,KCNK5,-1.678157612,2.03E-30
,KIF6,-0.094879884,0.920724842
,ZNF12,0.238640291,0.071979803
,SLC29A4,-0.838533361,5.67E-08
,TEX47,0,NA
,STEAP1,-1.481866285,0.00224394
,CDCA7L,-1.766479787,5.23E-37
,SP8,0,NA
,MIOS,-0.117800889,0.449174763
,KIAA1324L,-1.711804854,3.31E-05
,USP49,0.212463085,0.180262837
,INTS4P1,-0.059961081,NA
,SYTL3,0.483672742,0.420634791
,IQUB,0.775204979,0.188763458
,HEY1,-0.327568233,0.646310577
,ZNF704,-0.460315936,0.01630275
,FABP5,-0.838109552,1.53E-06
,SHH,-0.280074497,0.69835574
,TAGAP,-0.771591871,2.80E-14
,COL1A2,-3.359162508,2.31E-22
,FNDC1,0.129270382,0.855671345
,CHMP4C,-0.533594909,0.425544798
,SLC13A4,-0.105154283,0.817390082
,PGAM2,NA,NA
,BRI3,1.071920739,3.93E-17
,LMTK2,-0.09097689,0.841112396
,SLC35G3,0,NA
,CTSB,0.704716648,1.26E-14
,SOX17,0,NA
,SEPTIN7P5,NA,NA
,DLC1,-0.180330819,0.687979587
,ADCY1,-1.070369356,1.14E-08
,C8orf48,-0.67614277,0.019735316
,SUN3,-0.617320961,0.322111932
,C7orf57,-0.127413667,0.886244576
,HNF4G,0.588759962,0.013450401
,PEX2,-0.176617619,0.160127211
,RAD21,-0.261839332,0.043701258
,SLC30A8,0,NA
,MED30,-0.086531476,0.717690135
,TNFRSF11B,-0.203923523,0.797073815
,SBSPON,-0.321333335,0.527388222
,PHKG1,-0.06475152,0.922008066
,EN2,0.040707687,0.9670653
,KCNV1,-0.053458395,0.948347847
,CSMD3,-0.131403568,NA
,SPIDR,0.251417636,0.040062825
,ORC5,-0.145558022,0.478480369
,DEFA5,0,NA
,DNAAF5,-0.267490666,0.075614518
,DEFA4,2.129074583,2.29E-06
,DEFA6,0.041983092,NA
,OSGIN2,0.334393438,0.050644848
,DEFB1,2.483213715,1.18E-89
,SUN1,-0.005300469,0.975814651
,OXR1,0.314822503,0.050188558
,TMEM74,-1.347538723,0.001463896
,FAM86FP,-0.291038757,0.703035148
,GPR146,0.041983092,NA
,GPER1,-0.087473548,NA
,UNCX,0,NA
,TMEM184A,-0.08229443,0.933250071
,NOS3,0.341640629,0.598611532
,SPAG11B,0,NA
,MICALL2,1.376459537,1.29E-19
,CA3,-1.020887698,0.057593178
,INTS1,-0.17556202,0.181251698
,CDK5,-0.149872693,0.497812397
,SLC4A2,-0.080384397,0.634672296
,SLC7A13,NA,NA
,FASTK,-0.379097929,0.007392789
,TMUB1,-0.626508271,0.000114451
,FMC1,-0.178578851,0.452326472
,GBX1,0,NA
,PHAX,-0.220774642,0.117029776
,ALDH7A1,-0.959103633,5.14E-07
,FOXK1,0.162664813,0.2754838
,COX6C,-0.255587514,0.032367107
,OSR2,0,NA
,YWHAZ,-0.032440038,0.848484988
,BAALC,-1.783874214,0.00014363
,FZD6,-1.432142126,1.66E-06
,CTHRC1,0.226857272,0.770962308
,SLC25A32,-0.26898277,0.0795027
,DCAF13,-0.523771929,1.13E-08
,DCSTAMP,0.916155638,0.076363532
,TP53INP1,-0.398879136,0.161654779
,INTS8,0.039720562,0.881227652
,VIRMA,-0.010631488,0.964261295
,FREM1,0,NA
,GEM,-0.952772968,0.065960874
,PDP1,0.297233203,0.060839037
,TMEM67,0.13571152,0.791046265
,WASHC5,0.117567117,0.542459355
,RPP25L,0.026865613,0.925260409
,FAM219A,0.472752325,0.005437047
,C9orf24,0.458250788,0.505929345
,SNAPC3,0.225271124,0.038209492
,MYORG,-1.681701057,4.59E-09
,NUDT2,-0.060909309,0.846600027
,TMEM65,-1.152359567,3.38E-41
,PSIP1,-0.755442899,2.87E-17
,CCDC171,-0.358572711,0.270134376
,UBAP1,0.110767262,0.413303737
,DIRAS2,0.041983092,NA
,SYK,1.03715797,3.74E-30
,NIPSNAP3B,-0.759504647,6.78E-06
,ABCA1,0.898630606,5.94E-08
,NFIL3,-0.387981377,0.111838947
,LETM2,0.447358694,0.25085345
,METTL2B,-0.31060852,0.015697945
,PRKACG,0.352565999,NA
,FXN,-0.415418741,0.020749334
,ZMAT4,-0.265263275,0.742749712
,NKX6-3,-0.172005818,NA
,TMEM71,1.425300161,2.15E-22
,MAMDC2,0.111568798,0.886705294
,PRSS37,-0.209381135,0.703849473
,CPA6,0.078834053,NA
,C8orf34,-0.031718829,NA
,TMC1,0.292920908,0.704993338
,ALDH1A1,4.324218158,2.31E-21
,KDM1B,0.096615877,0.698990421
,HGSNAT,0.996531455,7.46E-21
,RASEF,0.041983092,NA
,GKAP1,-0.696640097,0.008206869
,KIF27,-0.124248769,0.729271775
,C9orf64,-0.080297489,0.669104973
,HNRNPK,-0.269947973,0.001092421
,SSMEM1,0,NA
,AL353743.1,-0.351954475,0.135433149
,SVEP1,0.266850321,0.738192354
,TRPV6,0.499804044,0.184931131
,LLCFC1,-0.345188956,0.535145936
,ANKS6,-0.713119809,2.52E-08
,FBP1,-0.208709537,0.244186086
,PGAP4,-1.772935625,5.00E-10
,ZHX1,0.149332538,0.378486298
,CFAP47,-0.715658275,0.00069605
,CYBB,2.303948403,1.14E-13
,DYNLT3,-0.085361046,0.713221465
,METTL27,0.403119704,0.568615421
,MID1IP1,-0.289464725,0.017472468
,NCF1C,0.236344352,0.593845238
,SHOC1,-0.278411813,0.719723789
,CXorf58,-0.176860268,NA
,KIAA1958,-0.787401883,2.94E-05
,PTCHD1,0,NA
,RNF183,-0.121596661,0.892730375
,ASB11,NA,NA
,PCDH19,0,NA
,PIGA,-0.156772808,0.477826862
,VEGFD,-0.085007572,NA
,OR1Q1,-0.091153591,NA
,OR1K1,0,NA
,STRBP,-0.683943742,1.27E-05
,CLDN3,0.273175814,0.660468265
,GAPVD1,0.051335598,0.786346481
,CARD19,0.246192709,0.101354216
,WNK2,-1.364852019,4.59E-05
,ATP7A,0.14938932,0.576327645
,ZNF367,-0.957090434,2.13E-13
,NLGN4Y,NA,NA
,HDX,0.348466097,0.614411823
,NDUFB6,-0.722643649,2.27E-09
,AQP7,0.013201607,NA
,NOL6,-0.511349552,0.000231606
,AQP3,-0.830827811,0.120092024
,TRMT10B,0.082848051,0.705621914
,VCP,-0.172032499,0.115688312
,PIGO,0.241433234,0.039097897
,STOML2,-0.766672005,8.00E-11
,BRWD3,0.174498582,0.31018396
,SLITRK5,-0.138351769,0.878532235
,MELK,-0.472317622,0.000849562
,ARMC3,-0.286837052,0.581591013
,OTUD1,-0.65866204,4.32E-06
,ARHGAP12,-0.199676004,0.168506348
,FAT3,-1.917180423,1.24E-05
,DEUP1,-0.588375715,0.360317193
,HECTD2,-0.14876831,0.58561487
,SLC7A3,-0.518327078,0.440455288
,FBXO33,0.301010948,0.035350431
,INTS6L,-0.250222873,0.053607419
,GPR101,NA,NA
,CLDN2,0.036990222,0.96874448
,LRFN5,0.041983092,NA
,LRRC18,-2.315544587,7.09E-08
,SPTSSA,0.321163931,0.011312292
,WRN,-0.431228197,0.003212396
,MARCHF8,0.516040137,9.56E-05
,TSHR,0.822127337,0.150405735
,CFL2,-0.978759941,4.04E-09
,SUGT1,-0.262867672,0.012378601
,GTF2A1,-0.224732699,0.099121663
,ZCCHC24,0.64057437,0.000719747
,PGM2L1,-0.334305731,0.095423939
,PHYHIPL,NA,NA
,SLC16A9,1.961454102,3.03E-10
,FOLR2,1.566049054,9.86E-05
,INPPL1,0.180813929,0.171444728
,PHOX2A,0,NA
,MBL2,NA,NA
,GJB2,NA,NA
