DESeq2_MV4;11_MEN1-WT+1uM SNDX5613 vs. MEN1-WT+DMSO,Gene,log2FC,padj
,ETNK1,-0.135904913,0.147056883
,ZCRB1,-0.186748511,0.017800218
,TMEM117,-1.054293577,0.000639837
,PRICKLE1,0.714222918,5.01E-09
,C1RL,0.684040166,3.41E-13
,NDUFA9,-0.299508936,1.87E-05
,CLSTN3,-0.148562212,0.396142756
,KLRG1,0.419276369,0.241896947
,VAMP1,1.532943201,1.23E-24
,TAPBPL,0.865634918,3.59E-14
,CD27,0.608993458,0.050654995
,RBP5,0.117124254,0.802396031
,PEX5,-0.197263317,0.00394904
,PIANP,0.94906515,0.009017139
,SLC38A4,0.002169489,NA
,AMIGO2,0.031073889,NA
,SCAF11,-0.02730217,0.773247294
,COL2A1,-0.021479651,NA
,PPFIA2,0.053811478,NA
,ANP32D,-0.088707488,0.853808137
,LLPH,-0.143887838,0.054822454
,RPL14P1,0.026945063,0.804911478
,LRIG3,NA,NA
,MARCHF9,0.904985694,3.91E-15
,INHBE,-2.158109707,8.81E-11
,GLIPR1,1.588961145,1.17E-68
,TPH2,0,NA
,PHLDA1,-1.958073622,1.93E-16
,TMEM19,0.082380514,0.599705502
,LGR5,NA,NA
,PTPRQ,NA,NA
,DUSP6,-1.169565163,2.34E-41
,POC1B,-0.158147249,0.14650134
,TMTC3,0.248700835,0.167415529
,LUM,NA,NA
,KERA,0,NA
,SNRPF,-0.378139882,2.68E-09
,AMDHD1,0.566966871,0.14177313
,NEDD1,0.211083181,0.035888415
,SYCP3,0.111015975,NA
,ASCL1,0,NA
,GAS2L3,0.223980022,0.069431148
,TMEM132B,0.018096294,0.965232988
,SLC15A4,0.777040214,4.04E-25
,TDG,-0.665496456,5.20E-21
,RITA1,-0.159486612,0.148941845
,SDSL,0.521623399,0.008322716
,MMAB,-1.319206849,7.84E-56
,GLTP,0.764624849,1.18E-09
,GIT2,0.383481611,2.24E-07
,TCHP,0.225949457,0.001558887
,FAM222A,-0.513422469,0.002370862
,FOXN4,0,NA
,NUP58,-0.458295666,1.62E-19
,MTMR6,0.094154893,0.361122039
,SLC46A3,1.293050777,1.02E-26
,SLC7A1,-0.937174102,1.23E-34
,PDX1,-0.009920073,NA
,LNX2,0.272186426,0.046858897
,SUOX,0.554620108,3.77E-10
,CCDC65,0.877372922,0.00617403
,SLC39A5,0.145393675,0.685859167
,TARBP2,0.055509932,0.680610156
,RDH16,0.022330275,0.953154286
,DHH,0.01191074,NA
,ACVRL1,0.798237046,1.70E-09
,GPR84,-1.721583826,2.57E-08
,NPFF,0.634717591,0.079957807
,NABP2,-0.251157018,0.000401232
,N4BP2L1,-0.29967698,0.000579005
,CELA1,-0.293767266,0.52085967
,SMARCC2,0.204357668,0.00062739
,BRCA2,-0.14838709,0.163851375
,KANSL2,-0.186303049,0.028267938
,CERS5,-0.514101486,5.69E-14
,MAP3K12,2.106252208,1.32E-37
,ITGB7,1.627526199,1.01E-81
,GALNT6,-0.158699281,0.073629983
,CSAD,2.002174698,2.17E-30
,LMBR1L,0.317814232,0.004849061
,C12orf10,-0.121401565,0.297714549
,ESYT1,-0.449821425,1.78E-19
,TMBIM6,-0.268568572,1.82E-11
,ANKRD52,0.38324955,1.81E-05
,KRT71,-0.009920073,NA
,ZNF740,0.184181866,0.007664546
,SMIM2,0,NA
,WDFY2,0.514126248,4.07E-19
,HNRNPA1L2,-0.033632499,0.901139394
,LPAR6,-0.470957207,0.206395252
,ESD,-0.360787783,6.33E-11
,RB1,-0.230863925,0.002021336
,SBNO1,-0.398614636,1.30E-08
,MORN3,0.173730014,0.727205256
,SETD1B,0.609074467,2.12E-10
,VPS33A,0.033050634,0.752411915
,VPS37B,-0.099845585,0.448898656
,RHOF,0.083363992,0.744616609
,DENR,-0.287126779,7.83E-07
,DIAPH3,-0.152365208,0.070386156
,SLAIN1,0.59161921,0.066868422
,RBM26,0.035740144,0.686630361
,SRRM4,0.021522895,NA
,METTL21C,0,NA
,MBNL2,0.185599647,0.489129301
,RNF113B,0.01191074,NA
,ZIC5,NA,NA
,ABHD13,0.15146826,0.108877252
,RAB20,-0.578660517,1.81E-06
,GRTP1,0.456407894,0.273726595
,CUL4A,-0.309261993,1.49E-12
,TTC6,0,NA
,SSTR1,-0.015198896,NA
,CDH24,-1.629963948,2.24E-16
,REM2,0.08145777,0.860264718
,CBLN3,-0.009727153,0.985330495
,TSSK4,0.976326022,0.000834142
,NOVA1,0.022826146,NA
,FITM1,0.545514854,0.170968552
,MDGA2,1.426398836,3.52E-05
,TMX1,-0.327854944,4.74E-07
,FRMD6,-0.125687314,0.69281683
,PELI2,0.728079183,2.27E-10
,RTN1,0.331182176,0.191445924
,ARMH4,0.527528143,0.189986667
,SYT16,0,NA
,SLC38A6,0.499361084,0.001479894
,NAA30,-0.045015288,0.752669357
,ADAM21,0.006789277,0.985471145
,RDH12,NA,NA
,DCAF5,0.149629965,0.041265469
,RAB15,-0.393674176,0.16630794
,WDR89,-0.476188706,4.74E-07
,ESR2,-0.015498106,NA
,KCNH5,NA,NA
,STON2,0.491141383,0.01547427
,EFCAB11,0.207882869,0.154209894
,GPR65,-0.283975699,0.303887596
,PTGR2,-0.00828273,0.977928556
,JDP2,-0.635533632,0.015342852
,AK7,-0.68484384,0.062903769
,FAM181A,0,NA
,SLC24A4,3.07189701,3.33E-33
,FBLN5,0.01191074,NA
,SERPINA10,0.01252994,NA
,CLBA1,-0.602783905,0.000243432
,WARS1,-0.578402306,1.49E-12
,SLC25A47,0.142986041,0.68325506
,WDR20,0.133314914,0.216370642
,NIPA2,-0.5641324,2.41E-29
,SLC12A6,-0.815766918,2.96E-17
,DUOXA1,0,NA
,MFAP1,-0.363132869,9.89E-11
,TCF12,-0.231060719,0.000821144
,SORD,-0.575614111,1.77E-12
,SERF2,-0.014933767,0.884813828
,ZSCAN29,-0.012575074,0.928288969
,DUOXA2,0.012328893,NA
,DUOX2,0.163441474,NA
,LYSMD2,-0.141972324,0.34595137
,SLC27A2,-0.889320491,7.11E-07
,FGF7,0,NA
,HDC,-0.084732809,0.829056412
,GCNT3,0.264485826,0.47524424
,BNIP2,0.006811592,0.961053759
,GTF2A2,-0.074598581,0.471240256
,SRP14,-0.235523551,2.11E-08
,BAHD1,-0.238072838,0.00225176
,DISP2,-0.305259969,0.25344138
,CDAN1,0.553177747,6.57E-12
,TLE3,0.142192938,0.048128084
,ANP32A,-0.304138734,4.85E-16
,COMMD4,0.126024597,0.129072402
,UBE2Q2,-0.051838521,0.555602748
,PSTPIP1,1.84709589,1.32E-103
,ETFA,-0.345588497,2.32E-13
,BCL2A1,-0.204875583,0.605877135
,HMG20A,-0.086435185,0.364341471
,SCAPER,0.20102363,0.10941357
,TSPAN3,0.002232794,0.980183011
,WDR61,0.080140338,0.292701967
,NCOA2,1.223395997,9.57E-54
,NEIL1,0.91671333,5.86E-08
,MAN2C1,0.820651399,7.59E-24
,DNAJA4,-0.571422047,9.06E-16
,TLNRD1,-0.372680119,0.010073283
,TPM1,1.025129963,4.05E-17
,IGF1R,0.360533317,0.00087797
,ARRDC4,2.314983276,1.24E-159
,PIF1,1.317134718,6.22E-22
,USP3,-0.147551335,0.178610262
,CYP11A1,0.256149642,0.293707388
,BBS4,0.10854337,0.473816905
,PML,0.066228593,0.56831513
,CYP1A1,0.04461364,0.939291537
,ADAMTS17,0.29106454,0.422815846
,LINS1,0.007553319,0.973300842
,AC091230.1,0.14569861,0.038787957
,GOLGA6D,NA,NA
,PCSK6,0.537367083,0.176654719
,CCDC33,-0.021397869,NA
,CELF6,1.299972464,3.69E-06
,SCAMP2,-0.114508962,0.044296241
,CYP1A2,0,NA
,LMAN1L,0.003554051,NA
,HAPLN3,-2.249269279,2.29E-14
,RHCG,NA,NA
,POLG,0.229557055,0.000806721
,RLBP1,0,NA
,FANCI,-0.059612281,0.371217163
,ABHD2,0.778842668,2.27E-29
,WDR93,-0.492061293,0.227079667
,TICRR,-0.05051799,0.569084633
,NTRK3,-0.761350104,0.041149896
,DET1,0.324249322,0.011934908
,MFGE8,-0.268454614,0.41473664
,ZNF710,0.723114739,1.18E-14
,UNC45A,-0.056178399,0.479170856
,ST8SIA2,NA,NA
,MCTP2,0.035002784,NA
,FURIN,-0.075176189,0.383813258
,IQGAP1,-0.393603518,3.33E-09
,CRTC3,-0.709363149,1.69E-12
,EFL1,-0.053684262,0.657842805
,SH3GL3,0.06245458,NA
,SEC11A,-0.010681535,0.907703367
,SEPTIN12,0.027106683,NA
,GLYR1,-0.100409374,0.051424664
,PMM2,-0.176527667,0.22046664
,SLC5A2,-0.228182817,0.531064158
,ITGAX,0.957917104,1.58E-08
,TGFB1I1,-0.310580026,0.471744181
,C16orf58,0.421051455,4.48E-08
,ARMC5,-0.276371457,0.006834231
,PARN,0.06041013,0.460505785
,FTO,0.078596985,0.500341494
,UQCRC2,-0.137747858,0.002861827
,CDR2,-0.143392975,0.316204071
,IGSF6,3.236814893,2.27E-67
,ARHGAP17,0.451778056,7.20E-26
,MYLK3,0.371954759,0.390945678
,ABCC12,NA,NA
,NKD1,0.20364317,0.193649751
,DHX38,0.102174668,0.170822966
,TXNL4B,-0.02356218,0.878766417
,MARVELD3,0.071047871,NA
,CHST4,-0.6368919,0.101546631
,ZFHX3,1.975875813,1.61E-14
,CLEC18B,0.069108245,0.877423821
,CPNE2,1.225843564,3.86E-92
,NLRC5,0.741746115,2.25E-26
,KATNB1,-0.432572241,8.39E-10
,KIFC3,-0.626503289,0.009494693
,ADAMTS18,0.026133902,NA
,NUDT7,-0.732302053,5.52E-05
,GCSH,-0.473983619,0.023044336
,CMTM3,-0.767034474,2.04E-29
,CMTM2,0.030652912,NA
,CDH11,0.079499268,NA
,NOL3,-0.362578091,0.299309571
,MAP1LC3B,0.008050907,0.955585519
,MBTPS1,0.732504721,2.37E-47
,CDH13,0,NA
,ZCCHC14,0.260975876,0.007102559
,MEAK7,-0.121370349,0.447932697
,ADAD2,-0.653388021,0.045148602
,OSGIN1,-0.792011628,0.001252199
,IRF8,-0.025301879,0.795266567
,RHOT2,0.075497667,0.49435405
,RPL3L,-0.100746095,0.849386806
,ZSCAN32,-0.11249879,0.325123366
,RPS2,0.107946048,0.201944093
,NDUFB10,-0.14071041,0.091762633
,PDPK1,0.073493449,0.430946907
,TIGD7,0.058606364,0.883549123
,DEF8,1.09160215,1.25E-44
,TCF25,0.109326131,0.063087634
,GALNS,0.588043455,8.22E-15
,GAS8,-0.655003455,4.59E-06
,MED9,-0.003209045,0.986090316
,NCOR1,0.030874706,0.747737343
,CDRT15P1,0.168523683,0.731931726
,COPS3,-0.288455245,9.80E-08
,GID4,0.027234107,0.848065686
,ZNF287,0.068731186,0.854239798
,MYOCD,0.003362583,NA
,KSR1,0.862878288,9.36E-28
,UTP4,-0.428193208,2.41E-13
,RANBP10,0.146268298,0.077845719
,CTRL,0.105530932,0.802438146
,DPEP3,0.002747495,NA
,GFOD2,0.7415971,8.13E-13
,NOB1,-0.57178205,1.30E-17
,PRPSAP2,-0.180160584,0.040697056
,UNC45B,-0.014676267,NA
,PCTP,0.053373255,0.572329535
,OR4D1,NA,NA
,TOM1L1,-0.687617518,0.000152681
,KIF2B,NA,NA
,C17orf80,-0.02180493,0.869483652
,TOB1,0.441946732,1.41E-06
,VPS53,0.364034483,1.57E-05
,SPATA22,NA,NA
,SGSM2,0.970719518,5.46E-26
,NPEPPS,0.140829543,0.026699462
,SKAP1,0.01191074,NA
,LRRC46,0.057966071,0.900211459
,SCRN2,0.053662925,0.73675376
,SSH2,0.497630781,4.82E-09
,RHBDL3,-0.925521368,0.002193341
,SPACA3,0.01191074,NA
,ARSG,0.829492833,4.36E-06
,ABCA8,-0.009920073,NA
,G6PC3,0.042566308,0.688368981
,CLTC,-0.126688504,0.030861131
,C17orf64,-0.935537476,0.001555132
,BCAS3,1.100023512,5.41E-26
,PTRH2,-0.69073443,7.63E-18
,SS18,-0.199210932,0.010286159
,TAF4B,-0.256278535,0.005851049
,AFG3L2,-0.360041678,1.91E-12
,PRELID3A,-0.705009366,0.00049079
,IMPA2,0.548256578,4.83E-15
,GNAL,0.327172774,0.46189529
,SLC39A6,-0.081264269,0.311401495
,RPRD1A,-0.248052151,4.38E-05
,C18orf21,-0.40178933,0.003141028
,GALNT1,-0.196516623,0.004654348
,ASXL3,0,NA
,ADCYAP1,-0.009920073,NA
,MEP1B,-0.189299695,0.509419643
,SLC25A52,0.062333463,NA
,GAREM1,-0.069599673,0.894369675
,ESCO1,-0.390031937,1.93E-05
,OSBPL1A,0.70193294,1.89E-21
,GATA6,0,NA
,GREB1L,0.146573906,0.639387015
,RMC1,-0.32270919,0.00010218
,PELP1,0.163069944,0.020065683
,NPC1,0.379936686,1.91E-05
,SLC14A1,0.048284091,0.917308689
,ARRB2,0.255316796,8.14E-05
,SLC13A5,0,NA
,ZMYND15,0.146427121,NA
,WRAP53,-0.276413623,0.008341608
,MINK1,0.902508986,1.49E-41
,SAT2,0.953284872,2.71E-14
,ASGR1,1.08174159,2.07E-08
,PIK3R5,0.855957533,1.04E-55
,TP53,-0.136277617,0.004075109
,CCDC40,-0.825818703,0.015299659
,ARHGDIA,-0.212867311,0.007741587
,TMC6,-0.103660263,0.275647641
,SLC16A3,-0.236849512,0.003565849
,CARD14,0.129109541,NA
,TTYH2,0.344518,0.00205752
,RAB40B,0.388163415,0.001070003
,EIF4A3,-0.266652885,9.91E-06
,CSNK1D,0.108181799,0.158602114
,ANAPC11,-0.403061133,1.15E-05
,TBCD,-0.017331966,0.845546862
,FN3KRP,-0.085477217,0.376255365
,NARF,-0.416120239,1.93E-11
,RPTOR,-0.174763801,0.0244283
,FOXK2,-0.286230049,3.87E-07
,TRIM65,-0.211283955,0.001474675
,CBX8,-0.114156503,0.322598221
,SECTM1,-0.367375316,0.050709984
,RNF157,-1.128564297,2.42E-08
,CEP131,0.453861795,2.81E-05
,ZNF750,-0.14976094,NA
,WDR45B,-0.097498071,0.163436585
,CBX4,-0.299636075,4.28E-05
,RNF165,-0.07861268,NA
,DYM,-0.05301947,0.514047322
,MAPK4,-0.009920073,NA
,ELAC1,0.117509153,0.493511156
,MBD1,-0.045442317,0.520475365
,SMAD4,-0.148919494,0.018887278
,TNFRSF11A,0.141426332,0.763728784
,ZCCHC2,0.667067546,2.39E-16
,FBXO15,-0.93954786,0.008870443
,CBLN2,0,NA
,PMAIP1,-0.281264053,0.019567979
,P3H4,0.081832006,0.662460707
,NT5C3B,-1.382411344,1.07E-29
,RETREG3,0.029953465,0.796890905
,ERBB2,0.82296221,0.000108913
,GRB7,NA,NA
,MIEN1,-0.011164722,0.954385479
,PNMT,0.01191074,NA
,ARL5C,1.008344375,0.00491564
,STAC2,0.01191074,NA
,IGFBP4,-1.442932617,4.41E-58
,FKBP10,-0.257022654,0.561028974
,TXNL4A,-0.459180294,1.52E-14
,CACNA1A,0.058626179,0.914899434
,MISP3,0.748304364,0.04372602
,SAMD1,0.081259884,0.442149291
,BRD4,0.088400496,0.230458982
,SLC39A3,-0.370552786,1.77E-06
,NFIC,0.148812548,0.185851158
,TPGS1,-0.249325972,0.167695362
,PLPP2,0.032007937,NA
,ZIM3,NA,NA
,PRDM15,-0.037677709,0.800432583
,PFKL,-0.086864627,0.278582006
,FEM1A,0.065977683,0.864850595
,VAV1,0.008235214,0.898394204
,MVB12A,-0.570670514,4.44E-13
,CIB3,-1.121295143,0.000369572
,SH3GL1,-0.06630441,0.562367984
,DUS3L,-0.225430529,0.019031013
,DPP9,0.038075026,0.663007227
,DMRTC2,0,NA
,CCDC97,0.512980077,3.29E-20
,TMEM91,0.514314425,0.002759959
,ZFP14,0.189772495,0.144023845
,SIRT3,0.015952068,0.924594851
,IFITM3,-0.747278704,2.22E-05
,PGGHG,0.378699456,0.000450378
,HUNK,-0.467230364,0.156271683
,COL6A1,-0.283999528,0.088813267
,OR1E3,NA,NA
,IFNAR1,0.105842887,0.16053547
,SOD1,-0.541728737,4.83E-31
,COL6A2,-1.800102355,1.05E-10
,SIK1,-0.029033242,NA
,DNMT3L,0.01799333,NA
,TRPM2,0.097924614,0.150879152
,SCYL1,0.158142839,0.051993375
,TMEM50B,0.299516846,2.46E-05
,APP,0.361160149,2.95E-19
,DOP1B,0.885080119,3.59E-40
,URB1,-0.1761346,0.01902143
,AKT1,-0.264497457,2.49E-05
,IL19,0,NA
,EMP3,-0.584754444,1.03E-20
,SAE1,-0.503852766,2.02E-44
,NTN5,0.367674501,0.396413135
,LMTK3,-0.535237614,0.001261168
,GEMIN7,0.80935048,0.000285023
,CBLC,0,NA
,WTIP,-0.535830799,0.155412788
,ADAMTS10,1.466684484,4.03E-12
,SLC6A3,-0.036356297,NA
,RNPEPL1,0.078338034,0.414678708
,CAPN10,0.382846503,0.000612915
,MYO1F,0.954877272,6.91E-75
,ERVK3-1,0.222047667,0.114828599
,NLRP12,2.312408919,8.88E-22
,CACNG8,-0.159098891,NA
,ZNF787,-0.3373597,8.53E-05
,TIMM29,-0.305850592,0.000304472
,FBN3,0.500877397,0.045572553
,CARM1,-0.165388518,0.027259935
,EVI5L,0.797817516,1.62E-18
,TM4SF5,NA,NA
,SLC47A1,0.002223548,NA
,PSMB6,-0.397774074,1.09E-09
,GPR32,0.01191074,NA
,SIGLEC10,2.307821416,2.71E-48
,ACP4,-0.190953356,0.69735154
,KLK3,0,NA
,ZNF473,-0.268024478,0.000353762
,FAM71E1,0.132140623,0.778004172
,RPS11,0.15454668,0.039066917
,PTH2,-0.031750885,NA
,RPL13A,0.064771654,0.436953177
,CTU1,-0.433841615,0.000238038
,NOSIP,-0.171112322,0.084250975
,IGLON5,0.22038465,0.524719043
,RCN3,0.656343895,5.59E-07
,ZNF614,-0.186967869,0.078958363
,SLC2A5,0.134683645,0.340847124
,RERE,0.643218426,4.51E-09
,MMEL1,0.002913589,NA
,CFAP74,-0.043055482,0.936468044
,PRDM16,0,NA
,CELA2A,0.01191074,NA
,PADI3,0,NA
,FHAD1,-0.039749563,NA
,PADI1,0.034659659,NA
,EPHA2,-0.037887507,NA
,ARHGEF19,0.491441847,0.000126547
,EFHD2,0.170345565,0.034255969
,PEX14,-0.041208445,0.776141382
,PGD,0.024218637,0.671696573
,MYOM3,0.049455985,NA
,SH3BGRL3,-0.596746512,8.22E-28
,CNKSR1,0.281831094,0.526431969
,RPL11,0.073060001,0.319281953
,IL22RA1,0,NA
,ZNF593,NA,NA
,C1orf216,-0.020978229,0.864888954
,KIAA0319L,0.519797945,8.08E-17
,EVA1B,NA,NA
,C1orf94,0,NA
,DMRTA2,-0.009920073,NA
,PLK4,-0.253381404,0.000128722
,MAP3K6,-0.308952798,0.000996475
,FCN3,0,NA
,GPN2,-0.041846699,0.712082578
,SYTL1,0.258113115,0.025667893
,WDTC1,0.160708352,0.008613752
,CELA3A,NA,NA
,NBPF3,-0.093622923,0.826846946
,HSPG2,0.136046988,0.246107148
,ITGB3BP,-0.322596317,0.001019375
,SERBP1,-0.403892022,4.75E-16
,BCL10,-0.019578881,0.917044624
,CCN1,-0.039130653,NA
,PRKACB,0.507051852,1.83E-09
,PIGK,0.370615741,4.00E-07
,TINAGL1,-0.476572277,0.148941845
,AZIN2,-0.130158294,0.635373341
,RPS8,0.219436638,0.001070003
,KIF2C,-0.421523823,9.84E-19
,PTPRF,-1.662549707,4.52E-09
,BEST4,0.013186624,0.977907943
,MOB3C,0.334373053,0.000700931
,CYP4B1,0.01191074,NA
,TMEM61,NA,NA
,DMRTB1,NA,NA
,LMO4,1.496014753,6.32E-168
,SYPL2,-0.093985445,0.837371881
,BARHL2,-0.009920073,NA
,MTF2,-0.350868707,1.48E-08
,SLC44A3,0,NA
,IGSF3,-1.185701844,0.000571166
,ZNF697,0.788495201,6.50E-08
,CTTNBP2NL,0.324420184,0.013751375
,STRIP1,0.208459358,0.007525088
,KCNA10,NA,NA
,PSMA5,-0.506428225,9.85E-19
,FNDC7,-0.015394948,NA
,C1orf162,0.959441703,1.80E-24
,CD53,0.111097303,0.143406877
,PROK1,0,NA
,CELSR2,1.353386998,1.21E-34
,ITGA10,0.15244902,0.747543536
,GPR161,-0.741811679,0.012222706
,ALDH9A1,-0.395391673,2.01E-07
,ATP1B1,0.207231522,0.431221549
,TIPRL,-0.500529208,1.43E-14
,NME7,-0.586417282,6.34E-05
,POGK,-0.170979874,0.00595754
,MPC2,-0.380838424,1.84E-05
,CREG1,0.965529786,2.47E-71
,DCAF6,-0.593355647,1.39E-21
,GPA33,0,NA
,RXRG,0,NA
,TBX19,0.221885057,0.520108936
,UCK2,-0.485620867,2.66E-13
,TMCO1,-0.418600624,3.37E-15
,XCL1,NA,NA
,XCL2,NA,NA
,POU2F1,0.327903405,0.008690287
,MAEL,NA,NA
,ILDR2,0.160227436,NA
,DPT,NA,NA
,MGST3,0.354174031,6.19E-07
,ADCY10,0.079271083,0.826929694
,COP1,-0.216630722,0.000865382
,NECTIN4,0.361041583,0.393915224
,UFC1,-0.147932277,0.022063347
,PPOX,0.440598981,1.41E-06
,FCGR2A,0.830557264,3.75E-19
,NUF2,-0.109027983,0.213095799
,RGS5,0.690708002,0.051199699
,SDHC,-0.06751922,0.32334656
,PFDN2,-0.547277721,1.11E-13
,NR1I3,-0.209649868,0.652656991
,USP21,0.358389177,3.24E-07
,F13B,0,NA
,PRCC,-0.287063,2.75E-06
,FCRL5,0,NA
,RRNAD1,0.316461522,0.002532429
,MRPL24,-0.454283878,1.01E-08
,PIGM,0.391150097,4.83E-06
,CASQ1,0.290082995,0.392070693
,ISG20L2,-0.030345614,0.731548101
,CRABP2,-0.058144834,NA
,HDGF,-0.181124945,0.001238214
,ABL2,0.453857532,5.89E-06
,XPR1,-0.249336006,0.005241712
,RGS16,-2.698500966,2.66E-78
,TOR1AIP1,0.201353043,0.000889297
,FAM163A,0,NA
,HMCN1,0.429703531,0.259143656
,RGL1,-1.058880441,1.43E-10
,LYPLAL1,0.304831318,0.027259935
,LHX9,NA,NA
,PRUNE1,0.016223173,0.90879871
,RORC,0,NA
,TUFT1,-0.437722755,0.220167219
,SF3B4,-0.094417616,0.20497474
,ECM1,-0.905747607,1.05E-15
,ZNF687,0.007163972,0.954595959
,TARS2,0.266475557,0.000264076
,CGN,0.474964458,0.148730171
,SNX27,0.764884237,1.77E-15
,SETDB1,0.025436554,0.797065979
,ADAMTSL4,1.856584425,3.36E-62
,MCL1,-0.319988973,1.59E-17
,CTSK,0.358849855,0.221783981
,RFX5,0.217565223,0.0006383
,PI4KB,0.134865657,0.040139934
,PIP5K1A,0.727115134,3.92E-25
,ANP32E,0.068691764,0.317126639
,MINDY1,0.297936195,0.007938814
,ANXA9,0.323271052,0.257879599
,SELENBP1,0.329571559,0.376942568
,CERS2,-0.436900506,1.99E-18
,ENSA,-0.32618511,1.14E-11
,LSP1P4,-0.103318014,0.84272494
,SEMA6C,0.469302554,0.120686831
,MRPL9,-0.166227006,0.036039157
,ARNT,0.698037823,1.89E-30
,POGZ,0.338209943,2.72E-06
,C1orf56,-0.289279834,0.521123947
,OAZ3,0.398530767,0.327620025
,HORMAD1,-0.214009012,0.010969658
,GOLPH3L,0.230782862,0.023906084
,GABPB2,0.264261114,0.013043329
,SYT14,-0.050492904,NA
,KCNH1,-0.011997887,NA
,DTL,-0.446674122,2.36E-13
,DYRK3,-0.121769506,0.756982317
,EIF2D,0.294605454,7.14E-05
,INTS7,-0.386112013,1.84E-10
,VASH2,0.35988666,0.322962912
,TAF1A,0.050345458,0.856561661
,SMYD2,-1.221624037,4.78E-43
,SUSD4,0,NA
,DUSP10,0.393907271,0.000848288
,HHIPL2,0.011994785,0.973300842
,TP53BP2,-0.020755943,0.837292241
,ATP8B2,0.089662103,0.828118572
,FLG2,0,NA
,CRNN,NA,NA
,ADAM15,0.358157423,1.30E-07
,JTB,-0.15903762,0.025175586
,RAB13,0.018748812,0.965736169
,S100A8,4.416502791,1.07E-126
,TPM3,-0.240288141,1.66E-08
,NUP210L,0.089611815,0.844013829
,SNAPIN,-0.06117263,0.608404962
,SLC27A3,0.05941794,0.676536515
,S100A7,NA,NA
,UBAP2L,-0.116878231,0.019095025
,SLC39A1,-0.595256252,2.44E-20
,HAX1,-0.495875987,2.47E-08
,CREB3L4,-0.011454503,0.953474569
,EFNA3,-0.615321977,0.007560447
,AQP10,0,NA
,KCNN3,-0.181453867,0.471744181
,C1orf43,-0.419216514,7.96E-20
,GATAD2B,0.129566085,0.297763635
,ILF2,-0.303935472,1.50E-11
,RIT1,0.4244779,3.79E-05
,INTS3,0.702059859,8.25E-34
,PKLR,0.002816977,NA
,HCN3,0.602910012,0.001939556
,FLG,0.318104449,0.43429028
,ACTA1,0.038615197,0.94966807
,C1orf131,-0.12392917,0.192195541
,GALNT2,0.646588934,1.50E-24
,TTC13,0.466149923,5.15E-06
,SCCPDH,-0.540849231,3.05E-14
,LYST,0.637845692,4.03E-15
,MAP3K21,0.142622815,0.385167306
,CEP170,-0.441495641,7.13E-11
,ACP1,-0.274645684,1.60E-06
,SNAP47,-0.065152006,0.583948096
,SRP9,-0.208044376,0.00617403
,NVL,-0.267873309,0.000279646
,SDE2,-0.518428328,1.17E-05
,DEGS1,0.042252961,0.575418127
,FBXO28,-0.139989022,0.101108351
,ARF1,-0.114681604,0.054226518
,LEFTY2,0,NA
,CNIH4,0.415602609,1.46E-06
,ITPKB,0.795512241,1.09E-14
,GUK1,-0.219473743,0.021607872
,CDC42BPA,0.346053961,NA
,CNIH3,0.20060641,0.601728874
,C1orf35,-0.027782603,0.862378002
,MBOAT2,1.672095236,6.86E-29
,PARP1,-0.145338772,0.001119551
,PSEN2,0.121436721,0.742251556
,PYCR2,0.030036013,0.719754448
,LBR,-0.082308786,0.273929267
,WNT9A,-0.929182805,0.002925996
,EPHX1,0.296177171,0.00212189
,REN,NA,NA
,SOX13,-0.37983269,0.272579418
,ETNK2,0,NA
,PPFIA4,0.97997347,1.15E-12
,PLEKHA6,1.0174361,0.004161029
,PTPN7,-0.454588195,1.90E-20
,SYT2,0.052220072,0.926127799
,ARL8A,0.367246859,0.001483228
,OSR1,0.01812493,NA
,GDF7,0.003096627,0.994824861
,PDIA6,-0.384019911,3.63E-11
,RHOB,-2.066382251,6.09E-49
,ATP6V1C2,-0.245296226,0.587142902
,HNRNPLL,0.586854283,6.51E-25
,GALM,0.416884885,2.02E-06
,CAMKMT,0.294989442,0.116263557
,ABCG8,0.107004305,0.718065028
,EML4,0.397901232,2.03E-06
,CALM2,-0.405691093,3.81E-12
,CHAC2,-0.493301866,3.29E-05
,RPS27A,-0.08504432,0.251349215
,WDPCP,0.273537375,0.112123696
,VPS54,-0.000509515,0.997053121
,REG3G,NA,NA
,ASXL2,-0.036520626,0.759644931
,ETAA1,0.436653328,0.000155406
,SNRPG,-0.744060776,1.07E-23
,ABHD1,-0.37944144,0.330928042
,MEIS1,-5.527835328,1.33E-245
,TRIM43B,NA,NA
,TRIM43,NA,NA
,CIAO1,-0.13041629,0.005458539
,ZNF514,-0.171530071,0.399854422
,SNRNP200,-0.037995234,0.545652368
,MRPS5,-0.327983595,1.38E-08
,ANKRD53,0.278334689,0.425384303
,TPRKB,-0.394014181,4.85E-06
,NAT8,0.01191074,NA
,EXOC6B,0.7519771,1.67E-06
,SFXN5,1.474364585,2.92E-29
,TEX261,0.019782241,0.829056412
,DQX1,0.029804687,0.955585519
,DUSP11,-0.091056767,0.489128895
,ST6GAL2,-0.009920073,NA
,NPHP1,0.476807838,0.100722506
,MALL,NA,NA
,THNSL2,0.113916599,0.782847503
,RALB,0.190533462,0.000722042
,C1QL2,NA,NA
,TMEM177,-0.412687813,0.000209791
,NT5DC4,0.003819828,0.990154033
,RABL2A,0.607815851,0.000422601
